plt_cn,statecd,unitcd,countycd,plot,measyear,drybio_ag_live_5plus,lat_public,lon_public,puid,measmon,measday,time
1.88768E+14,30,4,77,94891,2017,0,2728344.252,-1273108.604,94891_4_77_30,9,1,2017.75274
1.88768E+14,30,4,77,85019,2017,0,2715642.827,-1289878.768,85019_4_77_30,9,1,2017.75274
1.88768E+14,30,2,27,83404,2017,0,2716009.744,-1004712.102,83404_2_27_30,9,1,2017.75274
1.88768E+14,30,2,27,94715,2017,20.3924475,2720611.316,-1029523.83,94715_2_27_30,9,7,2017.769178
1.88768E+14,30,2,37,82687,2017,52.77042349,2708835.775,-1021874.328,82687_2_37_30,10,6,2017.849772
3.56003E+14,30,5,57,95515,2019,0,2581029.608,-1252790.165,95515_5_57_30,9,1,2019.75274
3.56003E+14,30,5,57,95085,2019,0,2544537.615,-1261033.039,95085_5_57_30,8,6,2019.683105
3.56003E+14,30,5,1,83149,2019,0,2533568.855,-1288067.009,83149_5_1_30,9,1,2019.75274
3.56003E+14,30,4,7,92360,2019,0,2667578.865,-1211493.821,92360_4_7_30,9,1,2019.75274
3.56003E+14,30,5,57,81969,2019,32.26119856,2556907.399,-1244019.469,81969_5_57_30,8,5,2019.680365
1.88767E+14,30,5,93,83539,2017,0,2638913.894,-1288193.238,83539_5_93_30,8,3,2017.674886
1.88767E+14,30,5,1,94406,2017,0,2627382.042,-1304050.272,94406_5_1_30,9,1,2017.75274
1.88767E+14,30,5,1,80976,2017,0,2592326.083,-1309474.478,80976_5_1_30,9,1,2017.75274
1.88767E+14,30,5,1,81152,2017,0,2566141.565,-1303426.545,81152_5_1_30,9,1,2017.75274
1.88767E+14,30,5,1,84255,2017,0,2552818.453,-1315568.441,84255_5_1_30,9,1,2017.75274
1.88767E+14,30,4,49,93789,2017,28.64068028,2757169.847,-1202626.381,93789_4_49_30,9,7,2017.769178
1.88767E+14,30,4,43,88897,2017,0,2681078.541,-1229248.637,88897_4_43_30,9,1,2017.75274
1.88767E+14,30,5,23,94738,2017,0,2696155.24,-1293420.041,94738_5_23_30,9,1,2017.75274
1.8877E+14,30,2,27,84878,2018,56.20919803,2735223.611,-1027568.542,84878_2_27_30,8,7,2018.685845
1.8877E+14,30,2,41,90116,2018,4.411959624,2873491.399,-1015279.634,90116_2_41_30,9,12,2018.782877
1.88768E+14,30,4,45,80846,2018,97.41046524,2736354.823,-1111012.403,80846_4_45_30,10,1,2018.836073
1.88768E+14,30,5,67,95011,2018,0,2546686.748,-1119773.621,95011_5_67_30,8,14,2018.705023
1.88768E+14,30,4,107,88366,2018,2.279858866,2717324.364,-1072542.592,88366_4_107_30,10,1,2018.836073
1.88768E+14,30,4,77,85994,2019,0.462261501,2712373.322,-1301185.663,85994_4_77_30,7,15,2019.624429
1.88768E+14,30,4,77,90492,2019,1.264668451,2801338.063,-1287341.767,90492_4_77_30,8,12,2019.699543
3.56004E+14,30,4,49,80226,2019,26.02866699,2777433.901,-1235062.314,80226_4_49_30,7,8,2019.605251
3.56004E+14,30,4,49,83394,2019,0,2757708.431,-1238290.605,83394_4_49_30,9,1,2019.75274
3.56004E+14,30,4,49,80516,2019,0,2740737.068,-1225497.024,80516_4_49_30,9,1,2019.75274
3.56004E+14,30,4,49,80815,2019,0,2732281.709,-1231628.003,80815_4_49_30,9,1,2019.75274
3.56004E+14,30,5,57,94063,2019,17.31526399,2570886.194,-1201284.745,94063_5_57_30,9,9,2019.774658
3.56004E+14,30,5,57,80129,2019,15.02083663,2569992.724,-1215088.798,80129_5_57_30,7,16,2019.627169
3.56004E+14,30,5,57,95631,2019,0,2553165.596,-1219923.331,95631_5_57_30,9,1,2019.75274
3.56004E+14,30,5,57,91643,2019,83.97731897,2535349.403,-1207385.846,91643_5_57_30,9,5,2019.763699
1.8877E+14,30,2,101,81393,2018,26.03645902,2975228.51,-1147918.493,81393_2_101_30,9,6,2018.766438
1.8877E+14,30,4,59,92798,2018,0,2734394.589,-1150540.167,92798_4_59_30,9,1,2018.75274
1.8877E+14,30,2,27,89488,2018,0,2730933.625,-1003202.383,89488_2_27_30,9,1,2018.75274
1.88768E+14,30,2,95,83261,2017,0,2581511.334,-1082372.603,83261_2_95_30,9,1,2017.75274
1.88768E+14,30,2,95,94667,2017,33.30560954,2567297.538,-1085679.106,94667_2_95_30,6,17,2017.546575
1.88768E+14,30,2,97,86062,2017,52.05663242,2574498.987,-1099848.012,86062_2_97_30,7,26,2017.654566
1.88769E+14,30,4,77,80440,2018,25.89896351,2784682.25,-1315103.823,80440_4_77_30,6,22,2018.560274
1.88769E+14,30,3,39,94068,2018,0,2751031.645,-1320501.897,94068_3_39_30,9,1,2018.75274
1.88769E+14,30,3,63,92453,2018,0,2763047.312,-1333712.418,92453_3_63_30,10,9,2018.857991
1.8877E+14,30,2,9,95586,2018,17.07909776,2518534.841,-971716.711,95586_2_9_30,6,3,2018.508219
1.8877E+14,30,2,3,80491,2018,0,2542079.668,-979893.2577,80491_2_3_30,9,1,2018.75274
1.8877E+14,30,2,9,83597,2018,4.389902628,2526123.19,-986175.1048,83597_2_9_30,5,30,2018.498858
1.88769E+14,30,5,1,90900,2018,0,2525528.584,-1305064.206,90900_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,86594,2018,0,2560463.086,-1339030.929,86594_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,83693,2018,109.5990876,2588510.368,-1350472.385,83693_5_1_30,9,18,2018.799315
1.88769E+14,30,5,1,88219,2018,0,2619889.859,-1355265.615,88219_5_1_30,9,1,2018.75274
1.88769E+14,30,4,59,87338,2018,12.42966106,2671583.303,-1105372.024,87338_4_59_30,10,18,2018.882648
1.88769E+14,30,5,67,89180,2018,0,2563721.47,-1126903.5,89180_5_67_30,8,29,2018.746119
1.88769E+14,30,5,57,80977,2018,14.75463927,2534132.608,-1262916.858,80977_5_57_30,7,24,2018.649087
1.88769E+14,30,5,93,87996,2018,0,2634404.292,-1287897.574,87996_5_93_30,9,1,2018.75274
1.88769E+14,30,4,49,80534,2018,0,2808575.779,-1270746.236,80534_4_49_30,10,18,2018.882648
1.88769E+14,30,5,1,95541,2018,0,2518875.455,-1290300.152,95541_5_1_30,9,1,2018.75274
1.88769E+14,30,4,49,82543,2018,6.890889562,2785507.431,-1248698.231,82543_4_49_30,8,6,2018.683105
1.88769E+14,30,4,77,85037,2018,24.06836485,2757783.719,-1268407.22,85037_4_77_30,7,26,2018.654566
1.88769E+14,30,4,77,91028,2018,16.66357476,2716220.996,-1259510.264,91028_4_77_30,8,6,2018.683105
1.8877E+14,30,2,95,83704,2018,0,2554925.324,-1072234.023,83704_2_95_30,8,7,2018.685845
1.8877E+14,30,2,9,92622,2018,0.241610597,2537264.56,-1059960.463,92622_2_9_30,8,6,2018.683105
1.8877E+14,30,2,9,95043,2018,0,2534985.798,-1075718.43,95043_2_9_30,6,6,2018.516438
1.88769E+14,30,4,43,85403,2018,0,2675273.701,-1225505.724,85403_4_43_30,9,1,2018.75274
1.88769E+14,30,5,1,87357,2018,0,2518284.021,-1254829.927,87357_5_1_30,9,1,2018.75274
1.88769E+14,30,5,31,80437,2018,0,2663922.512,-1186620.321,80437_5_31_30,9,1,2018.75274
1.88769E+14,30,5,31,90163,2018,0,2625405.401,-1167397.478,90163_5_31_30,9,1,2018.75274
1.88769E+14,30,4,49,85713,2018,26.85109473,2718489.077,-1243774.62,85713_4_49_30,5,23,2018.47968
1.88769E+14,30,3,39,87240,2018,2.902876016,2734636.354,-1347830.877,87240_3_39_30,7,18,2018.632648
1.88769E+14,30,5,31,87382,2018,0,2660235.082,-1162467.841,87382_5_31_30,9,1,2018.75274
1.88769E+14,30,5,1,85033,2018,0,2511826.041,-1334233.808,85033_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,81348,2018,0,2601313.818,-1333770.76,81348_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,82276,2018,5.632563734,2546887.798,-1342209.415,82276_5_1_30,8,7,2018.685845
1.88769E+14,30,3,63,91487,2018,64.82624165,2782545.79,-1330445.237,91487_3_63_30,7,25,2018.651826
1.88769E+14,30,5,1,85877,2018,0,2605116.993,-1358248.461,85877_5_1_30,9,1,2018.75274
1.88769E+14,30,3,81,92926,2018,0,2722556.542,-1392730.395,92926_3_81_30,9,1,2018.75274
1.88769E+14,30,3,39,86856,2018,80.58265213,2748013.471,-1336177.437,86856_3_39_30,6,15,2018.541096
1.88769E+14,30,5,23,85741,2018,0,2697059.776,-1328863.431,85741_5_23_30,9,1,2018.75274
1.88769E+14,30,5,57,84045,2018,0,2610776.795,-1266254.094,84045_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,93828,2018,38.34505754,2590708.234,-1268324.97,93828_5_57_30,9,5,2018.763699
1.88769E+14,30,5,57,92361,2018,0,2576707.261,-1271111.398,92361_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,82293,2018,0,2569199.797,-1257643.208,82293_5_57_30,7,23,2018.646347
1.88769E+14,30,5,1,91984,2018,0,2605945.136,-1345946.122,91984_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,83533,2018,0,2584430.495,-1320563.114,83533_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,80659,2018,0,2581592.092,-1336529.652,80659_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,92656,2018,13.0503477,2549647.071,-1326256.709,92656_5_1_30,8,24,2018.73242
1.88769E+14,30,5,1,89616,2018,0,2554115.98,-1356428.651,89616_5_1_30,9,1,2018.75274
1.8877E+14,30,2,9,93542,2018,18.97136418,2531221.608,-1051504.026,93542_2_9_30,8,6,2018.683105
1.88769E+14,30,4,43,94349,2018,0,2658126.482,-1243260.686,94349_4_43_30,9,1,2018.75274
1.88769E+14,30,4,77,81193,2018,62.11773739,2703698.197,-1276420.091,81193_4_77_30,5,30,2018.498858
1.88769E+14,30,5,57,85560,2018,0,2565372.453,-1232806.146,85560_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,86253,2018,0.924812967,2525578.425,-1238814.975,86253_5_57_30,8,8,2018.688584
1.88769E+14,30,5,57,89785,2018,0,2534341.176,-1250250.641,89785_5_57_30,7,25,2018.651826
1.88769E+14,30,5,1,89906,2018,0,2510873.382,-1241472.575,89906_5_1_30,9,1,2018.75274
1.88769E+14,30,4,43,90819,2018,22.54830593,2682396.12,-1251438.324,90819_4_43_30,7,11,2018.61347
1.88769E+14,30,4,43,88181,2018,0,2664188.4,-1252198.936,88181_4_43_30,9,1,2018.75274
1.88769E+14,30,4,43,90020,2018,0,2643628.54,-1254964.589,90020_4_43_30,9,1,2018.75274
1.88769E+14,30,5,57,91340,2018,0,2628655.519,-1261700.375,91340_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,80444,2018,21.70332587,2623079.189,-1249122.887,80444_5_57_30,8,14,2018.705023
3.56003E+14,30,5,1,94664,2019,0,2599628.569,-1359473.506,94664_5_1_30,9,1,2019.75274
3.56003E+14,30,5,1,88307,2019,35.1445196,2597273.593,-1369720.105,88307_5_1_30,9,23,2019.813014
3.56003E+14,30,5,1,83395,2019,0,2573378.544,-1347792.722,83395_5_1_30,9,1,2019.75274
3.56003E+14,30,3,63,89921,2019,3.011430206,2774506.302,-1341184.52,89921_3_63_30,5,21,2019.474201
3.56003E+14,30,3,39,84968,2019,73.45821433,2739830.828,-1347378.656,84968_3_39_30,10,7,2019.852511
3.56003E+14,30,3,39,89609,2019,27.45364961,2747391.95,-1361412.799,89609_3_39_30,6,12,2019.532877
3.56003E+14,30,3,39,93597,2019,0,2720303.022,-1350412.737,93597_3_39_30,9,1,2019.75274
3.56003E+14,30,3,39,81884,2019,31.07044812,2727286.117,-1364522.284,81884_3_39_30,7,31,2019.668265
3.56004E+14,30,3,81,86484,2019,0,2729385.946,-1379498.357,86484_3_81_30,9,1,2019.75274
3.56004E+14,30,3,81,90208,2019,67.05406156,2727112.8,-1375629.62,90208_3_81_30,8,7,2019.685845
3.56004E+14,30,5,67,84540,2019,95.59603,2538171.33,-1125544.778,84540_5_67_30,9,7,2019.769178
3.56004E+14,30,5,67,95572,2019,5.805777277,2533443.11,-1114231.704,95572_5_67_30,9,2,2019.755479
3.56003E+14,30,5,1,92164,2019,0,2590812.075,-1305404.464,92164_5_1_30,9,1,2019.75274
1.88769E+14,30,5,31,88564,2018,0,2645445.496,-1164243.801,88564_5_31_30,9,1,2018.75274
1.88769E+14,30,4,49,88785,2018,10.5619428,2739225.938,-1215575.961,88785_4_49_30,5,21,2018.474201
1.88769E+14,30,4,49,90106,2018,0,2728635.554,-1230707.314,90106_4_49_30,9,1,2018.75274
1.88769E+14,30,5,57,84815,2018,0,2541269.022,-1211580.559,84815_5_57_30,8,26,2018.7379
1.88769E+14,30,5,57,82690,2018,0,2528225.443,-1224015.906,82690_5_57_30,8,21,2018.724201
1.88769E+14,30,5,57,87991,2018,0,2521973.322,-1214664.598,87991_5_57_30,9,1,2018.75274
3.56003E+14,30,3,63,92186,2019,35.46255971,2777032.653,-1326569.137,92186_3_63_30,5,1,2019.419406
3.56003E+14,30,3,39,81334,2019,8.114935339,2762299.902,-1328453.83,81334_3_39_30,5,22,2019.476941
3.56003E+14,30,3,39,85776,2019,40.46753289,2742346.314,-1331775.057,85776_3_39_30,6,5,2019.513699
3.56003E+14,30,3,39,95206,2019,0,2735876.409,-1322838.674,95206_3_39_30,9,1,2019.75274
3.56003E+14,30,5,23,87912,2019,31.2089336,2701752.215,-1328189.643,87912_5_23_30,7,2,2019.588813
1.88769E+14,30,4,13,95547,2018,0,2761876.007,-1196529.845,95547_4_13_30,7,11,2018.61347
1.88769E+14,30,4,7,91967,2018,1.932815073,2691794.408,-1198533.263,91967_4_7_30,9,27,2018.823973
1.88769E+14,30,5,57,91976,2018,0,2567324.072,-1216477.527,91976_5_57_30,8,24,2018.73242
1.88769E+14,30,4,49,88702,2018,5.498069385,2747113.437,-1228613.668,88702_4_49_30,5,24,2018.48242
1.88769E+14,30,4,77,83418,2018,0,2761604.929,-1292821.833,83418_4_77_30,9,1,2018.75274
1.88769E+14,30,5,1,90831,2018,0,2538906.71,-1276812.593,90831_5_1_30,9,1,2018.75274
1.88769E+14,30,4,7,95815,2018,0,2703869.944,-1180397.3,95815_4_7_30,9,1,2018.75274
1.88769E+14,30,5,31,84126,2018,0,2649993.688,-1188192.245,84126_5_31_30,7,3,2018.591553
1.88769E+14,30,4,7,81599,2018,0,2656772.012,-1202873.927,81599_4_7_30,9,1,2018.75274
1.88769E+14,30,5,31,92383,2018,0,2630339.932,-1192697.722,92383_5_31_30,9,1,2018.75274
1.88769E+14,30,5,57,87905,2018,0,2617147.135,-1209218.521,87905_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,80636,2018,0,2595692.106,-1198161.591,80636_5_57_30,9,1,2018.75274
1.88769E+14,30,5,31,83005,2018,45.12982123,2558987.346,-1193339.672,83005_5_31_30,8,22,2018.726941
1.88769E+14,30,5,31,82610,2018,25.73407215,2524823.37,-1198829.53,82610_5_31_30,8,20,2018.721461
1.88769E+14,30,5,31,86014,2018,73.65638998,2509089.273,-1201135.291,86014_5_31_30,9,25,2018.818493
1.88769E+14,30,5,31,85107,2018,0.171212142,2502000.764,-1186746.651,85107_5_31_30,9,14,2018.788356
1.88769E+14,30,2,15,85210,2018,16.13308523,2801883.389,-1098535.348,85210_2_15_30,7,17,2018.629909
3.56003E+14,30,5,1,91573,2019,0,2580628.907,-1362143.126,91573_5_1_30,6,23,2019.563014
3.56003E+14,30,5,57,89532,2019,39.84082491,2595584.425,-1264306.408,89532_5_57_30,7,16,2019.627169
3.56003E+14,30,3,63,84108,2019,0,2785289.586,-1378006.506,84108_3_63_30,9,1,2019.75274
3.56003E+14,30,3,39,91203,2019,7.476413618,2685367.204,-1355604.213,91203_3_39_30,7,19,2019.635388
3.56003E+14,30,5,1,86626,2019,24.29172745,2502342.13,-1252563.539,86626_5_1_30,9,9,2019.774658
3.56003E+14,30,4,49,88487,2019,33.53002631,2764077.884,-1247124.068,88487_4_49_30,6,25,2019.568493
3.56003E+14,30,5,57,82615,2019,0,2574871.243,-1226655.342,82615_5_57_30,9,1,2019.75274
3.56003E+14,30,5,67,88337,2019,31.41751867,2526843.666,-1087120.477,88337_5_67_30,9,5,2019.763699
3.56003E+14,30,3,39,91373,2019,0,2707588.372,-1337211.621,91373_3_39_30,9,1,2019.75274
3.56003E+14,30,5,1,92644,2019,0,2616443.256,-1366799.721,92644_5_1_30,9,1,2019.75274
1.88768E+14,30,4,49,91347,2017,24.84515594,2796634.435,-1262323.374,91347_4_49_30,9,27,2017.823973
1.88768E+14,30,5,1,87016,2017,0,2508592.83,-1283995.196,87016_5_1_30,9,1,2017.75274
1.88768E+14,30,4,49,92176,2017,10.75827435,2778919.832,-1239472.109,92176_4_49_30,8,10,2017.694064
1.88769E+14,30,3,63,84385,2018,19.55667483,2802438.389,-1327646.852,84385_3_63_30,6,13,2018.535616
1.88769E+14,30,5,1,93464,2018,101.6333154,2611837.715,-1372782.404,93464_5_1_30,8,8,2018.688584
1.88769E+14,30,4,49,94181,2018,0,2753426.905,-1238727.457,94181_4_49_30,9,1,2018.75274
1.88769E+14,30,5,1,85190,2018,0,2522482.21,-1280282.227,85190_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,80356,2018,0,2514510.938,-1266652.092,80356_5_1_30,9,1,2018.75274
1.88769E+14,30,5,57,91945,2018,0,2607593.873,-1276473.999,91945_5_57_30,9,1,2018.75274
1.88769E+14,30,4,43,88482,2018,0,2660353.172,-1228196.877,88482_4_43_30,9,1,2018.75274
1.88769E+14,30,5,57,91819,2018,0,2617305.048,-1222392.825,91819_5_57_30,9,1,2018.75274
1.88769E+14,30,4,59,88408,2018,9.999620924,2729242.51,-1120159.09,88408_4_59_30,7,10,2018.610731
1.88769E+14,30,5,31,87486,2018,72.32749746,2627882.452,-1152477.515,87486_5_31_30,6,12,2018.532877
3.56003E+14,30,2,97,81518,2019,62.93520159,2573236.489,-1094441.256,81518_2_97_30,9,24,2019.815753
1.88769E+14,30,4,49,94908,2018,22.10990045,2771501.277,-1251737.095,94908_4_49_30,7,27,2018.657306
1.88769E+14,30,5,57,94033,2018,0,2627793.725,-1273307.971,94033_5_57_30,9,1,2018.75274
1.88769E+14,30,5,1,84617,2018,0,2536481.665,-1289464.42,84617_5_1_30,9,1,2018.75274
1.88769E+14,30,4,77,91544,2018,0,2741032.913,-1269658.726,91544_4_77_30,9,1,2018.75274
1.88769E+14,30,5,1,90920,2018,39.60549164,2513204.826,-1225664.779,90920_5_1_30,9,20,2018.804795
1.88769E+14,30,4,13,92840,2018,61.91363126,2751593.364,-1132353.421,92840_4_13_30,6,26,2018.571233
3.56003E+14,30,4,45,81885,2019,17.01021068,2721546.521,-1095510.712,81885_4_45_30,8,23,2019.72968
3.56003E+14,30,2,41,95443,2019,0,2885065.983,-1023903.524,95443_2_41_30,9,1,2019.75274
3.56003E+14,30,4,107,87663,2019,44.19733291,2715856.865,-1067752.735,87663_4_107_30,6,27,2019.573973
1.88768E+14,30,5,67,87815,2017,0,2578273.845,-1124593.67,87815_5_67_30,7,25,2017.651826
1.88768E+14,30,5,67,85692,2017,42.74816303,2571247.222,-1110427.375,85692_5_67_30,8,29,2017.746119
1.88768E+14,30,5,67,86407,2017,117.6644347,2558883.844,-1127411.677,86407_5_67_30,7,1,2017.586073
1.88768E+14,30,4,7,89721,2017,51.44636826,2734208.837,-1180744.845,89721_4_7_30,6,28,2017.576712
1.88769E+14,30,3,39,88006,2018,47.57048103,2713541.476,-1341053.847,88006_3_39_30,9,20,2018.804795
1.88769E+14,30,5,1,83619,2018,0,2627138.091,-1370430.032,83619_5_1_30,9,1,2018.75274
1.88769E+14,30,5,1,82379,2018,10.18415901,2625790.544,-1382518.993,82379_5_1_30,8,22,2018.726941
1.8877E+14,30,2,5,95707,2018,26.48201179,2843130.807,-941598.4031,95707_2_5_30,10,3,2018.841553
3.55904E+14,30,5,57,90607,2019,71.12069428,2589901.637,-1198217.599,90607_5_57_30,6,25,2019.568493
3.55904E+14,30,3,39,87307,2019,86.85874868,2688459.838,-1340694.958,87307_3_39_30,7,18,2019.632648
3.55904E+14,30,3,81,94284,2019,97.68468696,2712600.676,-1367038.695,94284_3_81_30,9,12,2019.782877
1.88769E+14,30,5,1,90822,2018,0,2564358.939,-1324249.752,90822_5_1_30,9,1,2018.75274
3.55905E+14,30,4,77,95644,2019,0,2765959.313,-1287150.673,95644_4_77_30,9,1,2019.75274
3.55905E+14,30,3,39,91438,2019,17.6003075,2765427.717,-1318108.886,91438_3_39_30,10,4,2019.844292
3.55905E+14,30,5,1,88519,2019,63.16547654,2542059.188,-1342609.738,88519_5_1_30,6,28,2019.576712
3.56003E+14,30,3,63,86863,2019,4.941151705,2797046.062,-1323148.457,86863_3_63_30,5,14,2019.455023
3.56003E+14,30,5,1,82505,2019,0,2571750.725,-1307904.092,82505_5_1_30,9,1,2019.75274
3.56003E+14,30,4,7,83694,2019,0,2696330.851,-1192927.322,83694_4_7_30,9,1,2019.75274
3.56003E+14,30,5,57,84417,2019,0,2533344.561,-1222762.396,84417_5_57_30,9,1,2019.75274
3.56003E+14,30,5,57,87376,2019,44.46445493,2522707.594,-1236112.517,87376_5_57_30,8,23,2019.72968
3.56003E+14,30,2,9,94270,2019,0,2549464.661,-1068050.412,94270_2_9_30,8,13,2019.702283
3.56003E+14,30,5,31,95791,2019,0,2638428.745,-1176727.041,95791_5_31_30,9,1,2019.75274
1.88769E+14,30,4,7,80543,2018,0,2684357.1,-1183771.226,80543_4_7_30,9,1,2018.75274
1.88769E+14,30,4,7,86427,2018,0,2708048.126,-1205183.848,86427_4_7_30,9,1,2018.75274
1.88769E+14,30,5,1,86923,2018,15.99104105,2529870.815,-1329210.523,86923_5_1_30,7,11,2018.61347
1.88768E+14,30,4,59,81559,2018,57.36220838,2666930.226,-1110257.225,81559_4_59_30,10,1,2018.836073
1.88769E+14,30,4,77,82396,2018,0,2700717.185,-1287670.57,82396_4_77_30,9,1,2018.75274
1.88769E+14,30,4,77,95035,2018,0,2778512.038,-1300700.898,95035_4_77_30,9,1,2018.75274
1.88769E+14,30,4,77,95688,2018,0,2760180.336,-1306041.413,95688_4_77_30,9,1,2018.75274
1.88769E+14,30,4,77,88848,2018,0,2780887.917,-1290039.037,88848_4_77_30,9,1,2018.75274
1.88769E+14,30,4,77,94132,2018,0,2723590.477,-1274439.842,94132_4_77_30,9,1,2018.75274
3.56004E+14,30,5,57,80423,2019,20.02771799,2520443.488,-1209834.561,80423_5_57_30,9,6,2019.766438
3.56004E+14,30,5,57,82991,2019,0,2518481.933,-1224972.888,82991_5_57_30,8,22,2019.726941
3.56004E+14,30,4,13,89101,2019,29.06802503,2763262.168,-1141028.288,89101_4_13_30,8,13,2019.702283
3.56004E+14,30,4,59,80224,2019,52.48412208,2748307.118,-1143031.441,80224_4_59_30,7,10,2019.610731
3.56004E+14,30,4,59,88050,2019,68.00044186,2739401.316,-1131726.463,88050_4_59_30,8,12,2019.699543
1.88766E+14,30,4,77,81600,2016,29.36161408,2754712.887,-1283966.297,81600_4_77_30,6,20,2016.554795
1.88766E+14,30,4,77,85269,2016,0,2724157.168,-1277825.561,85269_4_77_30,9,1,2016.75274
1.88766E+14,30,5,23,86696,2016,38.46121572,2689465.293,-1283689.479,86696_5_23_30,10,11,2016.86347
1.88766E+14,30,5,23,84137,2016,0,2686213.586,-1294418.123,84137_5_23_30,9,1,2016.75274
1.88766E+14,30,5,93,91209,2016,0,2669643.982,-1287545.15,91209_5_93_30,9,1,2016.75274
1.88766E+14,30,5,93,88661,2016,0,2663048.96,-1273461.937,88661_5_93_30,9,1,2016.75274
1.88766E+14,30,5,93,89217,2016,22.4938523,2642489.049,-1276808.848,89217_5_93_30,8,16,2016.710502
1.88766E+14,30,5,93,81537,2016,0,2650204.617,-1290088.911,81537_5_93_30,9,1,2016.75274
1.88769E+14,30,4,49,85854,2018,26.81008329,2742255.349,-1200286.685,85854_4_49_30,5,22,2018.476941
3.56004E+14,30,4,49,93673,2019,36.35105552,2737401.739,-1200130.213,93673_4_49_30,5,22,2019.476941
3.56004E+14,30,4,7,93743,2019,0,2714968.283,-1188528.679,93743_4_7_30,9,1,2019.75274
3.56004E+14,30,4,7,86754,2019,0,2699678.317,-1180583.998,86754_4_7_30,10,15,2019.874429
3.56004E+14,30,4,7,91247,2019,1.68426828,2679046.969,-1184658.737,91247_4_7_30,10,16,2019.877169
3.56004E+14,30,4,7,89920,2019,0,2674545.818,-1194907.381,89920_4_7_30,9,1,2019.75274
3.56004E+14,30,4,7,87541,2019,0,2661381.093,-1197164.374,87541_4_7_30,9,1,2019.75274
3.56004E+14,30,5,31,90419,2019,0,2640105.65,-1200188.197,90419_5_31_30,9,1,2019.75274
3.56004E+14,30,5,31,85183,2019,0,2624884.544,-1193582.513,85183_5_31_30,9,1,2019.75274
3.56004E+14,30,5,31,82260,2019,0,2621975.6,-1204125.963,82260_5_31_30,9,1,2019.75274
3.56004E+14,30,5,57,93297,2019,0,2628993.846,-1217712.334,93297_5_57_30,9,1,2019.75274
3.56004E+14,30,5,57,80215,2019,0,2606382.67,-1206104.733,80215_5_57_30,9,1,2019.75274
3.56004E+14,30,5,31,95436,2019,19.46886331,2510992.775,-1198197.473,95436_5_31_30,7,1,2019.586073
1.88768E+14,30,2,41,83745,2017,72.11795573,2868247.062,-1016431.368,83745_2_41_30,10,23,2017.896347
1.88769E+14,30,4,77,82731,2018,0,2719914.477,-1284537.216,82731_4_77_30,9,1,2018.75274
1.88769E+14,30,5,93,95256,2018,0,2669421.385,-1282110.464,95256_5_93_30,9,1,2018.75274
1.88769E+14,30,5,93,80062,2018,45.51735994,2666207.253,-1293146.859,80062_5_93_30,5,31,2018.501598
1.88769E+14,30,5,23,85177,2018,10.56515762,2673368.285,-1306479.629,85177_5_23_30,8,1,2018.669406
1.88769E+14,30,5,93,86400,2018,0,2648081.344,-1297853.732,86400_5_93_30,6,6,2018.516438
1.88769E+14,30,4,43,89368,2018,19.70336042,2661962.953,-1268502.091,89368_4_43_30,9,17,2018.796575
1.88769E+14,30,5,1,91018,2018,0,2595459.983,-1293447.995,91018_5_1_30,9,1,2018.75274
1.88769E+14,30,5,57,87775,2018,0,2591066.369,-1280092.961,87775_5_57_30,9,1,2018.75274
1.88769E+14,30,5,57,91432,2018,0,2572711.103,-1281857.927,91432_5_57_30,9,1,2018.75274
1.88769E+14,30,5,1,82820,2018,0,2545054.951,-1301865.023,82820_5_1_30,9,1,2018.75274
3.56003E+14,30,5,57,85471,2019,0,2613450.619,-1220627.939,85471_5_57_30,9,1,2019.75274
1.88766E+14,30,4,77,85907,2018,0,2813160.868,-1300147.295,85907_4_77_30,8,10,2018.694064
1.88766E+14,30,4,77,85711,2018,49.66754566,2795170.713,-1278902.434,85711_4_77_30,8,1,2018.669406
1.88768E+14,30,4,49,90485,2016,11.99251125,2804959.001,-1276509.712,90485_4_49_30,7,26,2016.654566
3.56004E+14,30,5,67,89215,2019,0,2592734.273,-1131246.4,89215_5_67_30,4,30,2019.415525
3.56004E+14,30,5,67,88149,2019,0,2581534.465,-1144551.016,88149_5_67_30,9,1,2019.75274
3.56004E+14,30,4,43,83486,2019,0,2677132.724,-1265436.201,83486_4_43_30,9,1,2019.75274
3.56004E+14,30,5,31,90011,2019,38.66162463,2566899.914,-1176427.374,90011_5_31_30,8,20,2019.721461
3.56004E+14,30,5,67,89848,2019,25.19301134,2574549.636,-1161446.203,89848_5_67_30,6,27,2019.573973
3.56004E+14,30,2,97,84359,2019,6.718925887,2639748.773,-1094679.921,84359_2_97_30,10,16,2019.877169
